Year,Age,Ht,Wt,BMI,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds.1,Sk%,Y/A,AY/A,ANY/A,Y/G,W,L,T,4QC,GWD,Att.1,Yds.2,Y/A.1,TD.1,Y/G.1,2PM,Pts,PB,AP1
2008,33,74,215.0,27.6,16.0,16.0,246,414,59.42,3288,15,12,0,3.6,2.9,84.7,20,130,4.6,7.94,7.36,6.72,205.5,12.0,4.0,0.0,4.0,5.0,20,21,1.05,2,1.3,0.0,12,0,0
2012,23,77,245.0,29.0,16.0,16.0,280,485,57.73,3869,19,12,3,3.9,2.47,86.2,36,244,6.9,7.98,7.65,6.65,241.8,7.0,9.0,0.0,1.0,1.0,127,741,5.83,8,46.3,0.0,48,0,0
1997,41,75,218.0,27.2,15.0,14.0,313,528,59.28,3678,25,16,4,4.7,3.03,83.7,30,192,5.4,6.97,6.55,5.85,245.2,7.0,7.0,0.0,3.0,4.0,17,40,2.35,1,2.7,0.0,6,1,0
2004,35,74,222.0,28.5,16.0,16.0,346,540,64.07,4088,30,17,1,5.6,3.15,92.4,12,93,2.2,7.57,7.26,6.94,255.5,10.0,6.0,0.0,3.0,4.0,16,36,2.25,0,2.3,0.0,0,0,0
2009,29,75,230.0,28.7,6.0,6.0,87,155,56.13,943,5,2,0,3.2,1.29,79.6,18,107,10.4,6.08,6.15,4.89,157.2,3.0,3.0,0.0,1.0,1.0,8,70,8.75,0,11.7,0.0,0,0,0
2014,33,77,228.0,27.0,16.0,16.0,379,570,66.49,4286,31,18,2,5.4,3.16,93.8,36,189,5.9,7.52,7.19,6.45,267.9,9.0,7.0,0.0,3.0,3.0,37,102,2.76,0,6.4,0.0,0,0,0
2004,28,74,214.0,27.5,10.0,8.0,218,357,61.06,2486,18,10,2,5.0,2.8,87.1,30,216,7.8,6.96,6.71,5.63,248.6,2.0,6.0,0.0,0.0,0.0,11,50,4.55,1,5.0,0.0,6,0,0
1987,32,75,210.0,26.2,13.0,1.0,32,53,60.38,314,4,2,0,7.5,3.77,86.5,1,7,1.9,5.92,5.74,5.5,24.2,1.0,0.0,0.0,0.0,1.0,4,5,1.25,1,0.4,0.0,6,0,0
2010,34,74,240.0,30.8,13.0,13.0,275,472,58.26,3377,14,15,2,3.0,3.18,77.1,37,271,7.3,7.15,6.32,5.33,259.8,5.0,8.0,0.0,2.0,2.0,29,151,5.21,0,11.6,0.0,0,0,0
2012,31,77,220.0,26.1,16.0,16.0,321,536,59.89,3948,26,15,2,4.9,2.8,87.2,19,136,3.4,7.37,7.08,6.59,246.8,9.0,7.0,0.0,3.0,3.0,20,30,1.5,0,1.9,0.0,0,1,0
2005,24,77,220.0,26.1,16.0,16.0,294,557,52.78,3762,24,17,2,4.3,3.05,75.9,28,184,4.8,6.75,6.24,5.63,235.1,11.0,5.0,0.0,1.0,2.0,29,80,2.76,1,5.0,0.0,6,0,0
2014,24,76,237.0,28.8,5.0,4.0,76,131,58.02,838,5,3,1,3.8,2.29,80.3,6,44,4.4,6.4,6.13,5.54,167.6,2.0,2.0,0.0,0.0,1.0,16,52,3.25,1,10.4,0.0,6,0,0
2008,24,76,232.0,28.2,3.0,3.0,45,89,50.56,518,2,2,0,2.2,2.25,66.6,1,9,1.1,5.82,5.26,5.1,172.7,1.0,2.0,0.0,1.0,1.0,5,21,4.2,0,7.0,0.0,0,0,0
2016,31,76,217.0,26.4,16.0,16.0,373,534,69.85,4944,38,7,2,7.1,1.31,117.1,37,235,6.5,9.26,10.09,9.03,309.0,11.0,5.0,0.0,1.0,2.0,35,117,3.34,0,7.3,1.0,2,1,1
1993,28,74,223.0,28.6,12.0,10.0,173,324,53.4,1981,12,10,2,3.7,3.09,71.5,18,142,5.3,6.11,5.47,4.76,165.1,6.0,4.0,0.0,2.0,2.0,8,37,4.63,0,3.1,0.0,0,0,0
1998,33,76,224.0,27.3,14.0,14.0,190,327,58.1,3154,25,12,2,7.6,3.67,100.9,45,283,12.1,9.65,9.52,7.61,225.3,13.0,1.0,0.0,2.0,2.0,36,121,3.36,2,8.6,0.0,12,1,0
1999,22,73,228.0,30.1,6.0,5.0,89,146,60.96,875,7,4,0,4.8,2.74,82.4,11,78,7.0,5.99,5.72,4.82,145.8,4.0,1.0,0.0,1.0,1.0,18,38,2.11,0,6.3,0.0,0,0,0
2010,26,76,213.0,25.9,11.0,10.0,204,342,59.65,2370,14,10,1,4.1,2.92,82.1,25,140,6.8,6.93,6.43,5.61,215.5,3.0,7.0,0.0,0.0,0.0,18,60,3.33,0,5.5,0.0,0,0,0
1991,36,75,216.0,27.0,6.0,4.0,82,141,58.16,993,8,4,0,5.7,2.84,87.0,14,79,9.0,7.04,6.9,5.77,165.5,1.0,3.0,0.0,0.0,1.0,9,42,4.67,1,7.0,0.0,6,0,0
2002,31,74,214.0,27.5,7.0,6.0,144,220,65.45,1431,3,11,3,1.4,5.0,67.4,21,130,8.7,6.5,4.53,3.59,204.4,0.0,6.0,0.0,0.0,0.0,8,33,4.13,0,4.7,0.0,0,0,0
1986,23,76,217.0,26.4,3.0,2.0,21,40,52.5,247,2,2,0,5.0,5.0,67.4,8,69,16.7,6.18,4.93,2.67,82.3,0.0,2.0,0.0,0.0,0.0,2,0,0.0,0,0.0,0.0,0,0,0
2004,24,76,230.0,28.0,5.0,2.0,42,73,57.53,467,1,3,0,1.4,4.11,64.1,10,75,12.0,6.4,4.82,3.34,93.4,1.0,1.0,0.0,0.0,0.0,7,14,2.0,0,2.8,0.0,0,0,0
2015,33,76,225.0,27.4,9.0,8.0,119,204,58.33,1276,5,7,2,2.5,3.43,70.6,14,86,6.4,6.25,5.2,4.47,141.8,2.0,6.0,0.0,1.0,1.0,15,78,5.2,0,8.7,0.0,0,0,0
2012,25,74,220.0,28.2,16.0,16.0,329,528,62.31,3669,27,16,4,5.1,3.03,87.4,46,229,8.0,6.95,6.61,5.68,229.3,10.0,6.0,0.0,1.0,3.0,47,120,2.55,4,7.5,0.0,24,0,0
2009,28,77,228.0,27.0,16.0,16.0,317,486,65.23,4254,28,9,0,5.8,1.85,104.4,25,167,4.9,8.75,9.07,8.3,265.9,13.0,3.0,0.0,2.0,4.0,26,50,1.92,1,3.1,0.0,6,1,0
1996,26,73,223.0,29.4,16.0,16.0,308,549,56.1,3624,24,14,1,4.4,2.55,80.3,44,278,7.4,6.6,6.33,5.39,226.5,8.0,8.0,0.0,3.0,5.0,72,317,4.4,2,19.8,0.0,12,0,0
2017,38,76,218.0,26.5,13.0,13.0,267,397,67.25,2926,18,9,0,4.5,2.27,94.5,39,264,8.9,7.37,7.26,6.0,225.1,5.0,8.0,0.0,1.0,2.0,37,124,3.35,5,9.5,0.0,30,0,0
2005,25,73,225.0,29.7,2.0,1.0,20,39,51.28,259,1,2,0,2.6,5.13,59.7,1,9,2.5,6.64,4.85,4.5,129.5,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0
1996,28,77,235.0,27.9,12.0,8.0,195,311,62.7,2258,17,10,1,5.5,3.22,89.4,15,119,4.6,7.26,6.91,6.22,188.2,5.0,3.0,0.0,2.0,3.0,34,90,2.65,1,7.5,0.0,6,0,0
2014,35,72,209.0,28.3,16.0,16.0,456,659,69.2,4952,33,17,3,5.0,2.58,97.0,29,186,4.2,7.51,7.36,6.77,309.5,7.0,9.0,0.0,2.0,2.0,27,68,2.52,1,4.3,0.0,6,1,0
2006,28,76,220.0,26.8,11.0,11.0,223,388,57.47,2236,12,15,1,3.1,3.87,68.2,15,116,3.7,5.76,4.64,4.18,203.3,5.0,6.0,0.0,0.0,0.0,19,24,1.26,0,2.2,0.0,0,0,0
1985,29,74,200.0,25.7,15.0,15.0,303,494,61.34,3653,27,13,1,5.5,2.63,91.3,35,246,6.6,7.39,7.3,6.36,243.5,9.0,6.0,0.0,1.0,1.0,42,153,3.64,3,10.2,0.0,18,1,0
1991,32,73,195.0,25.7,12.0,11.0,187,311,60.13,2239,12,11,2,3.9,3.54,80.3,21,128,6.3,7.2,6.38,5.59,186.6,8.0,3.0,0.0,1.0,2.0,22,55,2.5,1,4.6,0.0,6,0,0
2013,24,77,245.0,29.0,16.0,16.0,292,473,61.73,3379,24,13,0,5.1,2.75,88.8,43,336,8.3,7.14,6.92,5.69,211.2,12.0,4.0,0.0,4.0,4.0,111,585,5.27,6,36.6,0.0,36,1,0
1990,25,74,212.0,27.2,12.0,12.0,222,388,57.22,2735,17,14,1,4.4,3.61,78.7,26,167,6.3,7.05,6.3,5.5,227.9,3.0,9.0,0.0,1.0,1.0,26,99,3.81,1,8.3,0.0,6,0,0
2003,33,73,215.0,28.4,3.0,3.0,54,82,65.85,484,2,0,0,2.4,0.0,89.7,9,46,9.9,5.9,6.39,5.25,161.3,0.0,3.0,0.0,0.0,0.0,8,19,2.38,1,6.3,0.0,6,0,0
1998,32,75,228.0,28.5,13.0,11.0,212,343,61.81,2216,15,4,0,4.4,1.17,90.2,30,217,8.0,6.46,6.81,5.68,170.5,2.0,9.0,0.0,1.0,1.0,13,34,2.62,0,2.6,0.0,0,0,0
2004,41,77,235.0,27.9,16.0,15.0,297,495,60.0,3532,17,20,3,3.4,4.04,76.4,34,182,6.4,7.14,6.0,5.27,220.8,5.0,10.0,0.0,2.0,3.0,21,38,1.81,1,2.4,0.0,6,0,0
2009,26,78,235.0,27.2,8.0,7.0,81,182,44.51,888,3,10,1,1.6,5.49,42.1,11,75,5.7,4.88,2.74,2.19,111.0,3.0,4.0,0.0,0.0,1.0,10,8,0.8,2,1.0,0.0,12,0,0
2008,27,77,228.0,27.0,16.0,16.0,312,478,65.27,4009,34,11,1,7.1,2.3,105.5,25,151,5.0,8.39,8.77,8.04,250.6,8.0,8.0,0.0,3.0,4.0,31,84,2.71,0,5.3,0.0,0,0,0
2016,25,75,226.0,28.2,6.0,4.0,75,133,56.39,809,3,7,0,2.3,5.26,60.0,13,79,8.9,6.08,4.17,3.25,134.8,1.0,3.0,0.0,1.0,1.0,5,19,3.8,0,3.2,1.0,2,0,0
1994,34,75,215.0,26.9,14.0,14.0,307,494,62.15,3490,16,10,3,3.2,2.02,85.7,46,303,8.5,7.06,6.8,5.66,249.3,7.0,7.0,0.0,2.0,3.0,58,235,4.05,4,16.8,0.0,24,1,0
2006,33,74,230.0,29.5,16.0,16.0,295,468,63.03,3050,16,12,0,3.4,2.56,82.5,14,84,2.9,6.52,6.05,5.7,190.6,13.0,3.0,0.0,3.0,3.0,45,119,2.64,1,7.4,0.0,6,0,0
1996,27,74,222.0,28.5,16.0,16.0,325,543,59.85,3899,39,13,0,7.2,2.39,95.8,40,241,6.9,7.18,7.54,6.61,243.7,13.0,3.0,0.0,1.0,1.0,49,136,2.78,2,8.5,0.0,12,1,1
1999,25,74,212.0,27.2,12.0,11.0,201,381,52.76,2111,9,24,2,2.4,6.3,50.8,27,152,6.6,5.54,3.18,2.6,175.9,3.0,8.0,0.0,2.0,2.0,39,121,3.1,2,10.1,0.0,12,0,0
1995,24,75,230.0,28.7,4.0,2.0,44,80,55.0,540,6,4,0,7.5,5.0,80.2,3,11,3.6,6.75,6.0,5.65,135.0,0.0,2.0,0.0,0.0,0.0,3,5,1.67,0,1.3,0.0,0,0,0
1996,36,75,215.0,26.9,15.0,15.0,287,466,61.59,3328,26,14,0,5.6,3.0,89.2,26,194,5.3,7.14,6.91,6.15,221.9,13.0,2.0,0.0,4.0,4.0,50,249,4.98,4,16.6,0.0,24,1,0
1986,30,74,200.0,25.7,8.0,8.0,191,307,62.21,2236,8,9,0,2.6,2.93,80.7,12,95,3.8,7.28,6.49,5.94,279.5,6.0,2.0,0.0,1.0,1.0,17,38,2.24,0,4.8,0.0,0,0,0
1990,24,72,230.0,31.2,11.0,11.0,142,271,52.4,1974,13,8,0,4.8,2.95,79.8,27,173,9.1,7.28,6.92,5.71,179.5,4.0,7.0,0.0,0.0,1.0,47,363,7.72,6,33.0,0.0,36,0,0
2007,26,77,228.0,27.0,16.0,16.0,277,460,60.22,3152,21,15,2,4.6,3.26,82.4,22,163,4.6,6.85,6.3,5.67,197.0,11.0,5.0,0.0,1.0,1.0,29,33,1.14,1,2.1,0.0,6,0,0
2006,27,77,235.0,27.9,16.0,16.0,324,520,62.31,4035,28,13,1,5.4,2.5,93.9,36,233,6.5,7.76,7.71,6.79,252.2,8.0,8.0,0.0,2.0,3.0,26,37,1.42,0,2.3,0.0,0,1,0
1985,34,74,196.0,25.2,16.0,12.0,255,484,52.69,3450,17,20,1,3.5,4.13,70.2,34,289,6.6,7.13,5.97,5.02,215.6,6.0,6.0,0.0,3.0,4.0,17,35,2.06,2,2.2,0.0,12,0,0
1998,34,73,200.0,26.4,8.0,8.0,151,250,60.4,1823,9,7,0,3.6,2.8,83.1,10,71,3.8,7.29,6.75,6.22,227.9,3.0,5.0,0.0,2.0,3.0,13,17,1.31,1,2.1,0.0,6,0,0
1988,27,77,224.0,26.6,16.0,16.0,223,388,57.47,3572,28,14,0,7.2,3.61,97.4,30,245,7.2,9.21,9.03,7.79,223.3,12.0,4.0,0.0,3.0,4.0,43,248,5.77,1,15.5,0.0,6,1,1
2008,31,75,208.0,26.0,15.0,15.0,251,440,57.05,2720,11,13,3,2.5,2.95,71.4,38,263,7.9,6.18,5.35,4.38,181.3,2.0,13.0,0.0,1.0,1.0,14,41,2.93,0,2.7,0.0,0,0,0
1986,25,75,225.0,28.1,10.0,8.0,96,211,45.5,1200,10,6,1,4.7,2.84,67.6,25,192,10.6,5.69,5.36,3.97,120.0,5.0,3.0,0.0,1.0,1.0,23,60,2.61,0,6.0,0.0,0,0,0
1991,24,75,215.0,26.9,8.0,1.0,32,55,58.18,310,1,4,0,1.8,7.27,49.8,7,57,11.3,5.64,2.73,1.5,38.8,0.0,1.0,0.0,0.0,0.0,12,66,5.5,0,8.3,0.0,0,0,0
2018,30,71,215.0,30.0,16.0,16.0,280,427,65.57,3448,35,7,2,8.2,1.64,110.9,51,355,10.7,8.07,8.98,7.28,215.5,10.0,6.0,0.0,2.0,4.0,67,376,5.61,0,23.5,0.0,0,1,0
1989,24,76,224.0,27.3,3.0,3.0,39,80,48.75,537,2,3,0,2.5,3.75,63.4,3,17,3.6,6.71,5.53,5.12,179.0,1.0,2.0,0.0,0.0,0.0,7,57,8.14,1,19.0,0.0,6,0,0
2007,26,77,220.0,26.1,16.0,16.0,297,529,56.14,3336,23,20,3,4.3,3.78,73.9,27,217,4.9,6.31,5.47,4.82,208.5,10.0,6.0,0.0,3.0,3.0,29,69,2.38,1,4.3,0.0,6,0,0
1991,35,75,218.0,27.2,16.0,16.0,404,655,61.68,4690,23,21,0,3.5,3.21,81.7,23,174,3.4,7.16,6.42,5.95,293.1,11.0,5.0,0.0,4.0,5.0,33,68,2.06,2,4.3,0.0,12,1,0
2004,26,73,235.0,31.0,4.0,2.0,38,72,52.78,374,2,1,0,2.8,1.39,71.2,6,35,7.7,5.19,5.13,4.28,93.5,1.0,1.0,0.0,0.0,1.0,12,76,6.33,1,19.0,0.0,6,0,0
1997,36,74,215.0,27.6,15.0,15.0,241,356,67.7,3029,19,6,1,5.3,1.69,104.7,35,220,9.0,8.51,8.82,7.47,201.9,12.0,3.0,0.0,1.0,1.0,50,199,3.98,3,13.3,0.0,18,1,0
1996,24,76,225.0,27.4,16.0,16.0,267,482,55.39,2859,12,19,3,2.5,3.94,64.8,28,207,5.5,5.93,4.66,3.99,178.7,6.0,10.0,0.0,3.0,3.0,32,124,3.88,0,7.8,0.0,0,0,0
1994,27,76,218.0,26.5,16.0,16.0,322,524,61.45,3734,23,18,1,4.4,3.44,83.3,32,206,5.8,7.13,6.46,5.72,233.4,7.0,9.0,0.0,0.0,0.0,30,66,2.2,0,4.1,0.0,0,0,0
2002,25,76,220.0,26.8,14.0,14.0,273,443,61.63,2842,18,18,1,4.1,4.06,76.8,30,213,6.3,6.42,5.4,4.61,203.0,8.0,6.0,0.0,3.0,4.0,23,77,3.35,0,5.5,0.0,0,0,0
2001,29,76,232.0,28.2,15.0,15.0,293,540,54.26,2931,11,19,5,2.0,3.52,62.0,26,177,4.6,5.43,4.25,3.74,195.4,1.0,14.0,0.0,0.0,0.0,37,128,3.46,6,8.5,0.0,36,0,0
2003,33,73,200.0,26.4,13.0,13.0,225,392,57.4,2704,18,13,1,4.6,3.32,80.1,21,104,5.1,6.9,6.32,5.75,208.0,5.0,8.0,0.0,1.0,1.0,56,319,5.7,7,24.5,0.0,42,0,0
1986,29,78,205.0,23.7,16.0,8.0,129,240,53.75,1721,12,15,1,5.0,6.25,67.4,34,227,12.4,7.17,5.36,3.86,107.6,5.0,3.0,0.0,0.0,0.0,14,45,3.21,0,2.8,0.0,0,0,0
2010,28,76,228.0,27.8,13.0,13.0,293,498,58.84,3653,20,9,1,4.0,1.81,87.5,34,243,6.4,7.34,7.33,6.4,281.0,3.0,10.0,0.0,1.0,1.0,22,98,4.45,0,7.5,0.0,0,0,0
1991,29,75,207.0,25.9,6.0,3.0,61,118,51.69,674,3,10,0,2.5,8.47,42.1,10,94,7.8,5.71,2.41,1.48,112.3,0.0,3.0,0.0,0.0,0.0,9,23,2.56,0,3.8,0.0,0,0,0
1999,27,74,219.0,28.1,15.0,15.0,270,495,54.55,3346,23,16,0,4.6,3.23,77.7,32,198,6.1,6.76,6.23,5.48,223.1,8.0,7.0,0.0,2.0,2.0,35,56,1.6,0,3.7,0.0,0,0,0
1992,31,77,224.0,26.6,12.0,11.0,144,278,51.8,1407,11,15,0,4.0,5.4,57.0,19,150,6.4,5.06,3.42,2.7,117.3,4.0,7.0,0.0,1.0,2.0,21,66,3.14,0,5.5,0.0,0,0,0
2000,30,73,215.0,28.4,16.0,16.0,311,512,60.74,3640,20,14,0,3.9,2.73,84.0,54,289,9.5,7.11,6.66,5.51,227.5,7.0,9.0,0.0,0.0,2.0,48,236,4.92,2,14.8,0.0,12,0,0
2000,24,77,230.0,27.3,16.0,16.0,357,571,62.52,4413,33,15,1,5.8,2.63,94.7,20,131,3.4,7.73,7.7,7.22,275.8,10.0,6.0,0.0,2.0,3.0,37,116,3.14,1,7.3,0.0,6,1,0
2010,28,77,240.0,28.5,12.0,12.0,240,389,61.7,3200,17,5,1,4.4,1.29,97.0,32,220,7.6,8.23,8.52,7.35,266.7,9.0,3.0,0.0,2.0,3.0,34,176,5.18,2,14.7,0.0,12,0,0
2017,32,78,245.0,28.3,16.0,16.0,352,549,64.12,3141,18,13,2,3.3,2.37,80.4,27,205,4.7,5.72,5.31,4.71,196.3,9.0,7.0,0.0,0.0,0.0,25,54,2.16,1,3.4,0.0,6,0,0
2002,25,74,225.0,28.9,6.0,1.0,37,57,64.91,448,2,3,1,3.5,5.26,78.7,3,11,5.0,7.86,6.19,5.7,74.7,1.0,0.0,0.0,1.0,2.0,8,16,2.0,1,2.7,0.0,6,0,0
2003,29,74,212.0,27.2,11.0,11.0,189,302,62.58,2182,15,7,1,5.0,2.32,91.2,14,73,4.4,7.23,7.18,6.63,198.4,9.0,2.0,0.0,1.0,1.0,37,205,5.54,3,18.6,0.0,18,0,0
2011,27,76,213.0,25.9,16.0,16.0,273,445,61.35,3144,17,5,0,3.8,1.12,90.7,44,263,9.0,7.07,7.32,6.13,196.5,13.0,3.0,0.0,5.0,5.0,52,179,3.44,2,11.2,0.0,12,0,0
2005,26,72,209.0,28.3,16.0,16.0,323,500,64.6,3576,24,15,1,4.8,3.0,89.2,27,223,5.1,7.15,6.76,5.99,223.5,9.0,7.0,0.0,2.0,2.0,21,49,2.33,1,3.1,0.0,6,0,0
1993,32,75,215.0,26.9,15.0,15.0,236,419,56.32,3242,14,10,2,3.3,2.39,82.5,38,206,8.3,7.74,7.33,6.27,216.1,10.0,5.0,0.0,3.0,3.0,55,202,3.67,5,13.5,0.0,30,0,0
2018,32,72,229.0,31.1,5.0,2.0,53,76,69.74,515,3,2,1,3.9,2.63,90.6,9,40,10.6,6.78,6.38,5.24,103.0,1.0,1.0,0.0,1.0,0.0,13,3,0.23,0,0.6,0.0,0,0,0
1999,28,74,226.0,29.0,5.0,3.0,110,174,63.22,1242,7,6,0,4.0,3.45,83.5,7,43,3.9,7.14,6.39,5.91,248.4,1.0,2.0,0.0,0.0,1.0,3,9,3.0,0,1.8,0.0,0,0,0
2004,32,77,247.0,29.3,14.0,13.0,289,513,56.34,3495,21,20,3,4.1,3.9,74.8,25,144,4.6,6.81,5.88,5.34,249.6,3.0,10.0,0.0,1.0,2.0,16,36,2.25,0,2.6,0.0,0,0,0
2009,27,74,228.0,29.3,10.0,8.0,127,227,55.95,1422,9,10,0,4.0,4.41,69.7,21,127,8.5,6.26,5.07,4.13,142.2,4.0,4.0,0.0,1.0,2.0,31,141,4.55,1,14.1,0.0,6,0,0
1994,24,75,210.0,26.2,13.0,13.0,195,381,51.18,2151,11,7,2,2.9,1.84,70.2,27,145,6.6,5.65,5.4,4.68,165.5,5.0,8.0,0.0,2.0,2.0,34,153,4.5,0,11.8,0.0,0,0,0
2004,28,75,230.0,28.7,13.0,13.0,242,370,65.41,2673,16,9,0,4.3,2.43,91.0,18,103,4.6,7.22,6.99,6.4,205.6,8.0,5.0,0.0,2.0,2.0,34,126,3.71,1,9.7,0.0,6,0,0
2007,27,73,225.0,29.7,8.0,7.0,122,225,54.22,1411,4,7,1,1.8,3.11,66.4,25,198,10.0,6.27,5.23,3.91,176.4,2.0,5.0,0.0,2.0,2.0,14,27,1.93,0,3.4,0.0,0,0,0
1986,25,76,215.0,26.2,16.0,16.0,276,541,51.02,4109,22,22,0,4.1,4.07,72.9,28,240,4.9,7.6,6.58,5.83,256.8,12.0,4.0,0.0,4.0,5.0,36,47,1.31,1,2.9,0.0,6,1,0
2001,31,73,200.0,26.4,16.0,16.0,316,504,62.7,3538,32,12,3,6.3,2.38,94.8,26,114,4.9,7.02,7.22,6.65,221.1,12.0,4.0,0.0,4.0,4.0,72,254,3.53,5,15.9,0.0,30,1,0
1996,24,77,247.0,29.3,13.0,12.0,204,364,56.04,2454,14,9,1,3.8,2.47,79.4,18,114,4.7,6.74,6.4,5.8,188.8,9.0,3.0,0.0,1.0,1.0,32,38,1.19,0,2.9,1.0,2,1,0
2006,27,72,209.0,28.3,16.0,16.0,356,554,64.26,4418,26,11,3,4.7,1.99,96.2,18,105,3.1,7.97,8.02,7.58,276.1,10.0,6.0,0.0,1.0,2.0,42,32,0.76,0,2.0,0.0,0,1,1
2013,34,77,235.0,27.9,16.0,16.0,362,572,63.29,4274,24,22,1,4.2,3.85,83.9,41,289,6.7,7.47,6.58,5.67,267.1,10.0,6.0,0.0,3.0,4.0,27,3,0.11,0,0.2,0.0,0,0,0
1998,28,77,232.0,27.5,8.0,6.0,98,188,52.13,1142,5,12,3,2.7,6.38,53.1,11,57,5.5,6.07,3.73,3.24,142.8,2.0,4.0,0.0,0.0,1.0,7,27,3.86,0,3.4,0.0,0,0,0
2001,38,77,235.0,27.9,16.0,16.0,260,441,58.96,2752,15,14,1,3.4,3.17,75.3,18,122,3.9,6.24,5.49,5.01,172.0,10.0,6.0,0.0,5.0,5.0,31,25,0.81,0,1.6,0.0,0,0,0
1995,25,77,232.0,27.5,16.0,5.0,127,183,69.4,1469,8,5,2,4.4,2.73,96.6,6,36,3.2,8.03,7.67,7.24,91.8,3.0,2.0,0.0,0.0,0.0,20,33,1.65,2,2.1,0.0,12,0,0
2018,22,75,210.0,26.2,2.0,1.0,20,31,64.52,266,2,0,0,6.5,0.0,113.1,0,0,0.0,8.58,9.87,9.87,133.0,1.0,0.0,0.0,0.0,0.0,5,19,3.8,1,9.5,0.0,6,0,0
2013,23,74,213.0,27.3,13.0,13.0,274,456,60.09,3203,16,12,1,3.5,2.63,82.2,38,274,7.7,7.02,6.54,5.48,246.4,3.0,10.0,0.0,1.0,2.0,86,489,5.69,0,37.6,1.0,2,0,0
1988,26,75,227.0,28.4,2.0,2.0,14,34,41.18,158,0,3,0,0.0,8.82,19.0,2,13,5.6,4.65,0.68,0.28,79.0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0,0
2003,34,74,222.0,28.5,16.0,16.0,308,471,65.39,3361,32,21,2,6.8,4.46,90.4,19,137,3.9,7.14,6.49,5.96,210.1,10.0,6.0,0.0,1.0,3.0,18,15,0.83,0,0.9,0.0,0,1,0
2015,26,77,245.0,29.0,16.0,16.0,296,495,59.8,3837,35,10,0,7.1,2.02,99.4,33,284,6.3,7.75,8.26,7.2,239.8,15.0,1.0,0.0,3.0,4.0,132,636,4.82,10,39.8,0.0,60,1,1
1997,26,75,237.0,29.6,13.0,13.0,204,402,50.75,2682,17,12,0,4.2,2.99,73.8,23,146,5.4,6.67,6.17,5.5,206.3,6.0,6.0,1.0,0.0,2.0,25,65,2.6,2,5.0,0.0,12,0,0
2011,29,76,225.0,27.4,9.0,9.0,160,269,59.48,1713,10,9,0,3.7,3.35,76.6,22,120,7.6,6.37,5.61,4.77,190.3,4.0,5.0,0.0,1.0,2.0,25,99,3.96,0,11.0,0.0,0,0,0
1987,28,75,210.0,26.2,12.0,7.0,140,264,53.03,2106,14,13,1,5.3,4.92,76.7,26,194,9.0,7.98,6.82,5.54,175.5,5.0,2.0,0.0,1.0,2.0,41,263,6.41,5,21.9,0.0,30,0,0
1998,27,74,206.0,26.4,7.0,7.0,112,196,57.14,1252,4,6,1,2.0,3.06,70.4,19,137,8.8,6.39,5.42,4.3,178.9,1.0,6.0,0.0,0.0,0.0,18,79,4.39,2,11.3,0.0,12,0,0
2017,22,75,230.0,28.7,1.0,1.0,22,35,62.86,284,0,1,0,0.0,2.86,76.4,2,15,5.4,8.11,6.83,6.05,284.0,1.0,0.0,0.0,0.0,1.0,7,10,1.43,0,10.0,0.0,0,0,0
1997,25,75,221.0,27.6,7.0,6.0,128,225,56.89,1573,11,6,2,4.9,2.67,83.8,28,183,11.1,6.99,6.77,5.3,224.7,2.0,3.0,1.0,2.0,1.0,16,78,4.88,0,11.1,0.0,0,0,0
2001,29,76,225.0,27.4,6.0,4.0,73,122,59.84,1014,7,4,0,5.7,3.28,92.0,10,72,7.6,8.31,7.98,6.83,169.0,4.0,0.0,0.0,0.0,0.0,11,17,1.55,0,2.8,0.0,0,0,0
2010,22,77,244.0,28.9,5.0,4.0,60,126,47.62,662,2,2,0,1.6,1.59,62.3,9,65,6.7,5.25,4.86,4.05,132.4,2.0,2.0,0.0,1.0,1.0,10,49,4.9,0,9.8,0.0,0,0,0
1988,27,76,215.0,26.2,9.0,8.0,113,256,44.14,1839,13,13,0,5.1,5.08,64.6,19,178,6.9,7.18,5.91,4.86,204.3,3.0,5.0,0.0,1.0,1.0,29,109,3.76,1,12.1,0.0,6,0,0
1993,27,73,217.0,28.6,7.0,2.0,39,76,51.32,464,3,5,0,3.9,6.58,56.0,3,15,3.8,6.11,3.93,3.59,66.3,2.0,0.0,0.0,1.0,1.0,7,48,6.86,0,6.9,0.0,0,0,0
1989,31,75,200.0,25.0,11.0,7.0,117,232,50.43,1671,6,12,0,2.6,5.17,61.2,25,153,9.7,7.2,5.39,4.27,151.9,4.0,3.0,0.0,0.0,0.0,41,192,4.68,4,17.5,0.0,24,0,0
1988,23,75,220.0,27.5,10.0,8.0,105,238,44.12,1643,8,7,0,3.4,2.94,66.6,26,215,9.8,6.9,6.25,4.82,164.3,4.0,4.0,0.0,0.0,1.0,30,35,1.17,0,3.5,0.0,0,0,0
2014,26,75,202.0,25.2,6.0,5.0,126,204,61.76,1710,10,9,1,4.9,4.41,86.4,8,70,3.8,8.38,7.38,6.77,285.0,1.0,4.0,0.0,0.0,0.0,7,20,2.86,0,3.3,0.0,0,0,0
